CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,PURCHASES_FREQUENCY,PURCHASES_TRX
C14681,2124.826298,1,967.61,0.833333,12
C14682,313.13311,1,49.09,0.166667,2
C14683,154.271153,1,1498.28,0.833333,24
C14684,7934.946009,1,1792.15,0.333333,16
C14685,4183.77248,1,511.12,0.916667,24
C14686,4187.550741,1,0,0,0
C14687,58.565355,0.833333,386,0.666667,4
C14688,8363.401152,1,1076.01,0.25,7
C14689,45.171225,0.636364,160,0.083333,1
C14690,440.676765,0.666667,0,0,0
C14691,7867.660015,1,507,0.166667,4
C14692,731.222335,1,0,0,0
C14693,39.523885,0.727273,592.88,0.583333,9
C14694,1996.785925,1,212.64,0.083333,1
C14695,3114.988266,1,453.12,0.333333,7
C14696,2341.401664,1,0,0,0
C14697,2819.630553,1,0,0,0
C14698,147.085066,0.818182,1381.14,0.666667,11
C14699,152.459665,1,1248.09,1,21
C14700,1998.15597,1,348,0.083333,1
C14701,290.246277,1,2617.61,1,52
C14702,2074.364799,1,1500,0.416667,15
C14703,1773.323689,1,1423.71,1,17
C14704,12.540151,0.363636,201,0.25,4
C14705,5796.622219,0.875,423.38,0.625,9
C14706,3261.241461,1,0,0,0
C14707,4228.71103,1,923.99,1,30
C14708,8033.907466,1,159,0.083333,1
C14709,11.902047,0.818182,0,0,0
C14710,7789.190958,1,1307.39,1,66
C14711,8465.740449,1,1345.81,0.916667,33
C14712,151.194794,0.818182,2634.7,1,42
C14713,3212.963003,1,0,0,0
C14714,149.59894,1,2009.64,1,23
C14715,39.718404,0.363636,525.17,0.083333,4
C14716,99.523071,0.818182,955.87,0.5,9
C14717,1837.047378,1,0,0,0
C14718,28.90195,0.363636,169.24,0.083333,1
C14719,133.68751,1,1139.2,1,15
C14720,1922.943603,1,110.8,0.166667,2
C14721,653.931902,1,0,0,0
C14722,25.178303,0.727273,283.15,0.583333,7
C14723,3049.215189,1,390,0.083333,1
C14724,8073.983031,1,2153.11,1,48
C14725,1731.459785,1,288.47,0.416667,5
C14726,173.720757,0.181818,345.29,0.083333,2
C14727,1150.724569,1,797.27,0.75,12
C14728,5376.083101,1,0,0,0
C14729,992.615052,1,162.28,0.5,6
C14730,1360.029064,1,75.87,0.083333,1
C14731,167.244974,0.272727,0,0,0
C14732,24.382156,1,366.6,1,12
C14733,1001.129965,1,0,0,0
C14734,108.766657,0.857143,750.19,0.714286,7
C14735,3106.853852,1,0,0,0
C14736,787.341687,1,2732.66,1,30
C14737,1075.768647,1,200,0.083333,1
C14738,2270.22733,1,0,0,0
C14739,38.994955,1,431.52,1,12
C14740,1154.381343,1,2421.85,1,69
C14741,126.098257,0.8,387.66,0.7,24
C14742,61.657184,1,338.4,1,12
C14743,6371.35328,1,0,0,0
C14744,6057.280526,1,2235.12,1,103
C14745,7005.310696,1,0,0,0
C14746,4.598902,0.363636,51.16,0.166667,2
C14747,59.264067,0.909091,203.08,0.666667,8
C14748,953.772248,1,747.62,0.166667,2
C14749,22.187914,1,0,0,0
C14750,2118.77868,1,62.46,0.5,6
C14751,21.345298,0.727273,1019,0.75,10
C14752,4817.148022,1,0,0,0
C14753,452.951976,0.454545,3649.83,0.25,10
C14754,41.25567,0.454545,297.4,0.25,5
C14755,0,0,19.25,0.083333,1
C14756,107.600851,1,1461.15,1,33
C14757,9.431309,1,80.44,0.416667,5
C14758,4768.062736,1,374.81,0.333333,4
C14759,244.653051,1,1181.03,0.666667,15
C14760,268.966315,0.727273,784,0.5,12
C14761,1411.914825,1,0,0,0
C14762,183.992665,0.818182,1402.4,0.666667,19
C14763,19.491307,0.363636,0,0,0
C14764,3153.251957,1,3398.12,1,24
C14765,534.168335,0.909091,3916.8,0.909091,60
C14766,6313.362606,0.909091,0,0,0
C14767,531.269205,1,33.4,1,12
C14768,3699.694691,1,0,0,0
C14769,451.23106,1,1293.7,1,40
C14770,591.103032,1,626.69,0.166667,2
C14771,253.640197,0.909091,2607.88,0.833333,43
C14772,4222.928545,1,0,0,0
C14773,884.230978,1,0,0,0
C14774,237.344299,1,1266.03,1,46
C14775,19.949534,0.111111,0,0,0
C14776,398.726283,1,393.49,0.166667,12
C14777,6991.964344,1,1384.92,0.75,9
C14778,38.792757,0.636364,1115.92,0.916667,79
C14779,200.988312,0.181818,0,0,0
C14780,2173.970603,1,0,0,0
C14781,158.878732,1,738.65,0.833333,16
C14783,1464.636143,1,0,0,0
C14784,190.962339,1,2161.22,0.75,24
C14785,6983.408463,1,0,0,0
C14786,58.83251,1,551.93,1,27
C14787,3046.937141,1,0,0,0
C14788,1396.279238,1,3380.44,1,27
C14789,975.252077,1,1146.74,0.857143,8
C14790,1622.84216,1,248.74,0.333333,4
C14791,3899.763741,1,0,0,0
C14792,2719.639153,1,715.81,0.333333,7
C14793,347.226798,1,1535.49,0.9,24
C14794,8.172299,0.636364,114,0.5,6
C14795,8248.178009,1,1788.84,1,12
C14796,289.353197,1,461.68,0.333333,7
C14797,38.91624,1,358.49,0.916667,11
C14798,810.739995,1,86.9,0.083333,1
C14799,438.337653,1,1867.9,0.75,24
C14800,101.083401,0.909091,553.36,0.666667,9
C14802,1300.793883,1,1282.2,1,12
C14803,1418.838078,1,0,0,0
C14804,2042.585017,0.857143,498.96,0.857143,9
C14805,218.948323,1,1858.33,0.666667,14
C14806,115.467669,0.545455,354,0.166667,2
C14807,199.462047,1,1296.2,0.25,14
C14808,143.737177,1,1456,0.666667,17
C14809,45.45702,0.909091,175,0.166667,2
C14810,1089.795044,1,0,0,1
C14811,19.946102,1,450,1,10
C14812,626.213492,1,0,0,0
C14813,1849.017387,1,0,0,0
C14814,2992.591246,1,0,0,0
C14815,2021.514867,1,1582.84,0.5,8
C14816,2122.066396,1,0,0,0
C14817,4.417273,0.181818,27.42,0.083333,1
C14818,825.347767,1,0,0,0
C14819,87.462633,0.454545,0,0,0
C14820,1223.909602,1,607,0.916667,13
C14821,83.930127,0.727273,1027.64,0.5,15
C14822,1241.025652,1,0,0,0
C14823,268.797746,1,70,0.5,6
C14824,451.404363,1,2196,0.833333,14
C14825,3.248979,0.090909,91.26,0.083333,2
C14826,160.873814,0.666667,480,0.666667,8
C14827,982.566805,1,282.39,0.583333,7
C14828,4070.500764,0.833333,710.8,0.833333,16
C14829,1048.892643,1,0,0,0
C14830,507.076999,0.857143,0,0,0
C14831,158.634812,0.909091,1765.38,0.666667,24
C14832,976.370187,1,0,0,0
C14833,5.336222,0.272727,57,0.25,3
C14834,3363.288511,1,1123.42,1,30
C14835,1475.396878,1,5055.77,1,69
C14836,15155.53286,1,717.24,1,24
C14837,782.392041,1,8168.9,1,59
C14838,3157.715309,1,548.79,0.583333,48
C14839,872.07108,1,853,0.5,6
C14841,1904.495561,1,4044.14,1,66
C14842,1186.287841,1,115.5,0.166667,3
C14843,3838.312836,1,0,0,0
C14844,5975.063353,1,345.3,0.166667,2
C14845,2005.438728,1,956.05,0.583333,16
C14846,6749.994904,1,0,0,0
C14847,6.127959,0.636364,82.85,0.636364,13
C14848,1994.694769,1,248.75,0.166667,2
C14849,7404.850748,1,0,0,0
C14850,6950.583049,1,400.98,0.5,6
C14851,5976.796897,1,1194.52,0.416667,15
C14852,19.846569,1,0,0,0
C14853,6456.515148,1,0,0,0
C14854,2651.484926,1,908.15,1,23
C14855,1091.437438,1,1237.37,0.833333,13
C14856,28.588826,1,151.92,1,8
C14857,703.368382,1,64,0.5,6
C14858,1512.218864,1,1002.93,1,23
C14859,1608.052487,0.545455,0,0,0
C14860,233.961592,1,248.44,0.5,6
C14861,159.36681,0.636364,1277.5,0.583333,7
C14862,27.40855,1,290.6,1,12
C14863,1132.796058,1,519.79,0.583333,8
C14864,101.874313,0.636364,70,0.083333,1
C14865,862.753623,1,1282.38,0.916667,11
C14866,3753.102666,1,0,0,0
C14867,996.223227,1,0,0,0
C14868,4035.138453,1,0,0,0
C14870,1845.210833,1,0,0,0
C14871,46.56216,1,261.16,1,16
C14872,299.179091,0.454545,1147.23,0.25,6
C14873,2917.079199,1,0,0,0
C14874,3062.16821,0.9,2253.98,0.9,68
C14876,320.33625,1,0,0,0
C14877,24.176932,1,189.85,0.333333,4
C14878,5496.421462,1,0,0,0
C14879,0.074724,0.181818,0,0,0
C14880,6063.976197,1,3987.01,0.833333,25
C14881,2669.587009,1,0,0,0
C14882,86.206262,1,626.28,0.833333,22
C14884,958.26975,1,0,0,0
C14885,10929.05958,1,675.89,0.916667,12
C14886,11581.9335,1,0,0,0
C14887,207.209597,1,13.66,0.090909,1
C14888,3139.267322,1,5393.36,1,86
C14889,2689.895528,1,0,0,0
C14890,1406.627442,1,2315.86,0.916667,27
C14892,1594.485356,1,2650.91,1,33
C14894,3755.184007,1,3211.86,1,22
C14895,38.795708,0.636364,229.48,0.25,3
C14896,37.911473,0.818182,254,0.666667,12
C14897,1723.804529,1,3145.79,1,26
C14898,165.290723,0.818182,971.2,0.166667,3
C14899,683.391465,0.636364,0,0,0
C14900,10.358325,0.454545,98.83,0.454545,5
C14901,1063.614099,1,0,0,0
C14902,98.290292,0.545455,4440.8,0.583333,19
C14903,1540.879308,0.909091,0,0,0
C14904,3083.636304,1,250,0.5,6
C14905,1098.457059,1,0,0,0
C14906,4836.914446,1,305.6,0.166667,2
C14907,131.069154,1,1315.39,1,50
C14908,49.564532,1,433.5,0.909091,13
C14909,1967.70274,1,744.9,0.5,10
C14910,1669.128355,1,0,0,0
C14911,56.116326,0.181818,368.47,0.083333,5
C14912,227.184126,0.272727,50,0.083333,1
C14913,1417.157652,1,562.5,0.416667,5
C14914,1406.483149,1,0,0,0
C14915,0,0,581,0.583333,7
C14916,1124.582725,1,0,0,0
C14917,110.409387,0.727273,992.88,0.416667,12
C14918,4929.758948,1,4939.1,0.666667,309
C14919,687.378139,1,74.42,0.25,3
C14920,7.167028,0.363636,99,0.333333,4
C14921,49.433937,1,387,1,9
C14922,1427.949491,1,0,0,0
C14923,17.141376,0.818182,182.1,0.25,4
C14924,2285.655394,0.9,3648.73,0.9,46
C14925,341.149186,1,48.78,0.083333,1
C14926,91.705554,1,1468.1,0.833333,27
C14927,2032.338405,0.909091,158.24,0.666667,8
C14928,4.12565,0.363636,25.69,0.083333,1
C14929,709.473364,1,548.85,0.666667,13
C14930,8048.03442,1,0,0,0
C14931,2755.306896,0.909091,2754.49,0.75,43
C14932,348.646985,0.818182,230,0.166667,2
C14933,472.663708,0.545455,310.44,0.416667,5
C14934,387.585128,0.333333,0,0,0
C14935,120.658015,1,349.12,0.25,4
C14936,105.385636,1,1536.31,0.666667,8
C14937,2843.942194,1,0,0,0
C14938,28.315171,0.5,225.02,0.375,3
C14939,949.530268,1,45.65,0.083333,1
C14940,34.706824,0.181818,242.9,0.083333,2
C14941,3596.749572,1,0,0,0
C14942,49.920897,1,400.19,1,14
C14943,120.945829,0.7,33.38,0.2,2
C14944,1118.479084,1,325.95,0.666667,9
C14945,216.184011,0.454545,0,0,0
C14946,3997.572659,1,0,0,0
C14947,1906.703614,1,780,1,12
C14948,1747.359784,1,0,0,0
C14949,2363.615492,1,1441.32,0.833333,11
C14950,1247.196735,1,243,0.333333,9
C14951,336.640397,1,589.59,0.833333,17
C14952,135.493002,1,0,0,0
C14953,957.980588,1,424.76,0.333333,4
C14954,965.236679,1,2786.08,0.75,33
C14955,260.409355,1,545.34,0.416667,9
C14956,2772.790822,1,337.98,1,45
C14957,1305.266304,0.833333,1078.89,0.833333,20
C14958,1153.335938,1,886.56,1,12
C14959,633.388444,1,830.45,0.416667,8
C14960,5830.700298,1,4079.01,1,72
C14961,4931.40051,1,540,0.083333,2
C14962,344.532447,1,3603,1,44
C14963,743.52397,1,962.78,1,30
C14964,1161.901683,1,10903.22,1,136
C14965,10.451064,0.333333,405.93,0.111111,1
C14966,256.028048,1,627.42,0.833333,16
C14967,1109.172807,0.909091,190,0.083333,1
C14968,15.307062,1,71.52,1,6
C14969,1056.954525,1,0,0,0
C14970,4797.567431,1,0,0,0
C14971,42.363094,0.571429,0,0,0
C14972,608.422266,0.636364,0,0,0
C14973,7.950803,0.636364,92.2,0.583333,7
C14974,927.983543,1,1321.52,0.25,15
C14975,821.933113,1,987.26,0.916667,29
C14976,46.773238,0.545455,2166.56,0.666667,16
C14977,42.755706,0.545455,350.94,0.25,9
C14978,95.731707,1,632.3,0.916667,12
C14979,889.767658,1,2997.02,0.916667,22
C14980,1456.399956,0.909091,0,0,0
C14981,72.372971,0.363636,456.7,0.25,4
C14982,405.052353,1,515.14,0.583333,11
C14983,855.811816,1,1960.18,1,42
C14984,1074.258487,1,11.35,0.083333,1
C14985,3024.642476,1,0,0,0
C14986,597.410794,0.909091,344.75,0.25,7
C14987,43.20377,1,308.22,0.916667,11
C14988,79.517489,0.818182,335.38,0.25,3
C14989,35.16925,0.636364,272.34,0.416667,8
C14990,5177.774511,1,1562.74,0.666667,9
C14991,80.298186,0.727273,1090,0.5,6
C14992,1202.204204,1,435.04,0.916667,11
C14993,31.161679,0.545455,300,0.5,6
C14994,176.162762,0.909091,1814.64,0.583333,25
C14995,703.407676,1,637.84,0.636364,7
C14996,445.921101,1,1580.56,1,61
C14997,3083.784255,1,0,0,0
C14998,31.111548,1,110,0.083333,1
C15000,503.732786,1,1730.3,0.916667,21
C15001,176.837859,1,108.39,0.416667,6
C15002,94.537529,1,1399.55,0.916667,12
C15003,661.940291,1,755.14,0.916667,29
C15004,8.799432,0.454545,1591.48,0.833333,23
C15005,3106.418215,0.636364,0,0,0
C15006,827.393597,0.727273,693.89,0.416667,13
C15007,0,0,94.5,0.166667,2
C15008,4361.964176,1,0,0,0
C15009,73.10055,1,78.09,0.25,3
C15010,7.047482,0.545455,321.07,0.916667,11
C15011,353.895121,1,2073.54,0.75,35
C15012,5911.506531,0.9,0,0,0
C15013,8.523984,0.363636,130.32,0.166667,2
C15014,3096.831684,1,4492.85,1,40
C15015,2468.506177,1,0,0,0
C15016,1341.000157,1,1355.77,0.916667,24
C15017,169.343874,0.818182,1553.8,0.5,8
C15018,18.112481,0.636364,206.69,0.416667,5
C15019,287.493279,0.222222,1709,0.111111,1
C15020,38.013028,1,469.62,0.833333,12
C15021,8.570991,0.272727,149.55,0.083333,1
C15022,7.20735,0.545455,152.02,0.583333,7
C15023,15.667283,1,147.48,1,12
C15025,955.159037,1,440.57,0.666667,13
C15026,827.255067,1,281.97,0.416667,5
C15027,2472.017517,1,2317.89,1,55
C15028,22.322215,0.363636,448,0.333333,5
C15029,1764.083164,1,329.47,1,22
C15030,23.651198,0.454545,250,0.416667,5
C15031,1886.811282,1,146.73,0.166667,2
C15032,232.140345,0.818182,552.66,1,20
C15033,17.092052,0.454545,1160,1,29
C15034,4746.953711,0.909091,0,0,0
C15035,30.969957,0.666667,319.67,0.666667,5
C15036,201.463595,1,2148.34,1,32
C15037,322.411152,1,1506.92,1,33
C15038,1129.185643,1,0,0,0
C15039,99.643727,1,677.68,1,14
C15040,651.394216,1,2529.64,1,83
C15041,1409.256223,0.9,4569.65,0.7,24
C15042,194.927,0.909091,2061.48,0.833333,23
C15043,6758.987905,1,198.96,0.5,7
C15044,2332.496766,1,0,0,0
C15045,1860.469601,1,0,0,0
C15046,920.529926,0.857143,462.33,0.571429,11
C15047,3347.700395,1,5967.42,1,73
C15048,947.70851,1,483.4,0.083333,1
C15049,574.032791,1,1606.51,1,98
C15050,3067.274152,1,0,0,0
C15051,768.881695,0.727273,408.59,0.25,7
C15052,1190.884428,0.857143,0,0,0
C15054,1710.119356,1,1697.15,0.916667,37
C15055,229.878735,0.272727,0,0,0
C15056,4766.360515,1,2894.04,1,34
C15057,3007.664861,1,534.26,0.833333,21
C15058,1871.597836,1,3220.25,0.833333,28
C15059,1455.745146,1,266,0.222222,4
C15060,1986.558317,1,0,0,0
C15061,36.174755,1,315,1,12
C15062,129.836526,0.909091,1433.99,0.909091,19
C15063,206.978089,1,0,0,0
C15064,1192.594159,1,1324.82,0.666667,17
C15065,50.564486,0.909091,84,0.083333,2
C15067,62.104602,0.636364,377.62,0.5,6
C15068,56.945201,0.454545,328.1,0.166667,4
C15069,8.421315,0.272727,60,0.083333,1
C15070,15.810927,0.363636,246.29,0.181818,4
C15071,44.613002,0.363636,281.7,0.083333,2
C15073,2342.724406,0.909091,0,0,0
C15074,3164.714813,1,839.65,0.5,7
C15075,2068.865586,1,0,0,0
C15076,0,0,265.76,0.916667,11
C15077,14.891908,0.818182,59.8,0.166667,2
C15078,1367.301373,1,231.41,1,16
C15079,299.82542,1,480,1,8
C15080,0,0,0,0,0
C15081,1176.088299,1,0,0,0
C15082,1164.125671,1,0,0,0
C15083,25.499945,0.727273,62.53,0.083333,1
C15084,3646.30636,1,594.88,0.416667,9
C15085,164.583178,0.454545,1489.28,0.333333,8
C15086,2980.628942,1,1352.52,0.083333,1
C15087,3350.186138,1,0,0,0
C15088,1101.8547,1,0,0,0
C15089,468.294595,1,4164.14,1,53
C15090,63.928065,1,183.6,1,12
C15091,906.613422,0.888889,0,0,0
C15092,798.693995,1,0,0,0
C15093,3.750633,0.181818,159.6,0.166667,2
C15094,1281.842665,1,0,0,0
C15095,863.130387,1,37.3,0.166667,2
C15096,50.302615,0.636364,0,0,0
C15097,33.817964,0.909091,232.45,0.833333,10
C15098,559.917793,1,4760.11,1,85
C15099,2671.979402,1,1469.66,0.666667,43
C15100,814.781581,1,832.7,0.666667,19
C15101,1184.434511,0.818182,99.8,0.083333,2
C15102,3.198999,0.090909,45.87,0.083333,1
C15103,33.267171,0.909091,341.45,0.833333,17
C15104,261.462528,1,2893.57,1,71
C15105,2659.411879,1,177.62,0.166667,4
C15106,8.077527,0.545455,125,0.545455,6
C15107,115.937936,0.272727,0,0,0
C15108,69.37782,0.545455,588.02,0.333333,5
C15109,61.588389,0.818182,250,0.666667,12
C15110,2.081357,0.181818,26.49,0.083333,1
C15111,3092.189629,1,60.82,0.25,3
C15112,564.325877,1,0,0,0
C15113,10.684577,0.181818,300,0.25,3
C15114,2067.148279,1,792.68,0.583333,21
C15115,966.732798,1,1093,0.333333,7
C15116,4099.755913,1,0,0,0
C15117,1507.001995,1,209.1,0.25,4
C15118,2220.864979,1,2884.42,0.75,46
C15121,92.325796,1,371.16,1,12
C15122,3583.515054,1,5683.71,1,110
C15123,3343.299372,1,790.8,1,17
C15124,2133.901379,1,303.03,1,13
C15125,217.993205,1,2435.21,1,30
C15126,50.803778,0.25,0,0,0
C15127,319.037744,0.818182,1262.28,0.25,6
C15128,100.208311,0.909091,0,0,0
C15129,7.168805,0.272727,88.04,0.083333,1
C15130,1747.876077,1,0,0,0
C15131,519.444307,1,525,1,12
C15132,4320.267209,1,117.23,0.083333,1
C15133,2811.486863,1,692.52,1,13
C15134,125.793836,1,630,1,12
C15135,3798.323722,1,0,0,0
C15136,4274.488095,1,0,0,0
C15137,900.557796,1,1865.55,0.583333,20
C15138,858.857651,1,1013.61,0.5,13
C15139,6537.852206,0.909091,2598.51,0.272727,26
C15140,1793.970596,1,1004.9,0.583333,10
C15141,3215.903805,1,745.48,1,35
C15142,1893.704851,1,4124.81,1,72
C15143,7.50839,0.181818,95,0.166667,2
C15144,1180.178744,1,233.35,0.333333,6
C15145,3232.101217,1,495,0.166667,2
C15146,6963.435383,1,2951.93,0.333333,10
C15147,368.330629,1,1029.29,0.416667,6
C15148,0,0,66.75,0.25,3
C15149,4.421403,0.909091,95.59,1,16
C15150,41.049799,0.727273,413.31,0.583333,8
C15151,3611.316106,1,2400.71,1,32
C15152,3214.579198,1,0,0,0
C15153,339.183041,1,139.5,0.25,3
C15154,477.16584,1,1342.51,0.583333,20
C15155,3711.955487,1,1241.4,0.666667,22
C15156,390.008261,1,0,0,0
C15157,2251.896834,1,1331,1,24
C15158,2461.015559,0.636364,0,0,0
C15159,9309.635579,1,9007.67,1,87
C15160,4355.982388,1,0,0,0
C15161,62.996845,1,779.7,1,14
C15162,22.879526,0.833333,171,0.833333,7
C15163,4719.819043,1,2143.73,0.5,28
C15164,1241.565972,1,3637.75,0.833333,26
C15165,49.198038,0.272727,699,0.083333,1
C15166,662.691336,1,0,0,0
C15167,4587.062248,1,333.28,0.583333,8
C15168,169.639713,1,1970.49,1,40
C15169,2823.212665,1,2814.23,1,40
C15170,2.880247,0.181818,250,0.083333,1
C15171,47.193664,1,132,0.166667,2
C15172,597.628578,1,1430,0.25,4
C15173,2872.798614,1,27.16,0.083333,1
C15174,3350.116932,1,39.8,0.083333,1
C15175,13.221335,0.857143,108.84,0.857143,9
C15177,1083.120149,1,0,0,0
C15178,777.616173,0.909091,0,0,0
C15179,122.684019,0.875,1267,0.875,12
C15180,1615.968515,1,270,0.5,6
C15181,434.099616,1,4392.05,1,79
C15182,820.700166,0.818182,0,0,0
C15183,7.625765,1,110.68,0.166667,3
C15184,1428.118364,1,119.34,0.75,27
C15185,1324.038811,1,1862.96,0.416667,11
C15186,1190.800122,1,1864.79,0.916667,51
C15187,2580.169522,1,0,0,0
C15188,371.866448,1,2825.85,0.75,24
C15189,1280.732187,1,0,0,0
C15190,975.416023,1,9586.1,1,248
C15191,122.113869,1,1105.92,1,12
C15192,1262.631995,0.909091,405,1,11
C15193,143.553904,1,1778.76,1,53
C15194,1037.797184,1,103.27,0.25,5
C15195,1938.576334,1,333.54,0.571429,4
C15196,6257.390416,1,9228.97,1,85
C15197,14.570032,1,89.58,1,6
C15198,39.241601,1,199.56,1,12
C15199,871.499977,1,20,0.083333,1
C15200,180.750232,1,266.64,1,12
C15201,4107.157763,1,279.71,0.25,3
C15202,58.313733,0.454545,499,0.545455,6
C15203,5665.802895,1,0,0,0
C15204,1340.671346,1,0,0,0
C15206,43.762299,1,422.24,1,15
C15207,111.449845,1,1389.94,1,24
C15208,138.489138,1,1455.68,1,30
C15209,70.976464,1,0,0,0
C15210,49.378783,0.375,542.34,0.25,3
C15211,4295.964134,1,0,0,0
C15212,1017.071792,0.636364,0,0,0
C15213,138.459191,1,327.94,1,26
C15214,289.537597,0.909091,1216.7,0.5,9
C15215,74.755978,1,553.7,0.583333,9
C15216,16.59641,0.545455,220.48,0.083333,1
C15217,51.004807,0.909091,431.93,1,17
C15218,1489.224372,0.636364,1209.56,0.833333,11
C15219,57.70484,0.818182,772.46,0.833333,13
C15220,99.446029,0.181818,0,0,0
C15221,186.054174,1,2126.81,1,27
C15222,2948.447663,1,0,0,0
C15223,127.895284,1,1085.16,1,29
C15224,18.014226,0.727273,130.5,0.75,9
C15225,6.86049,0.2,114,0.1,1
C15226,1908.569743,1,0,0,0
C15227,437.735369,0.909091,483.65,0.5,11
C15228,1245.976021,1,0,0,0
C15229,1019.133646,1,9249.73,0.833333,96
C15230,1844.889665,1,1848.24,0.75,12
C15232,952.431767,0.909091,3882.65,0.666667,37
C15233,1848.758853,1,3588.13,1,62
C15234,1181.852384,1,750.78,0.5,6
C15235,382.870641,0.909091,2972.92,0.75,18
C15236,1459.803597,1,0,0,0
C15237,162.972111,0.909091,1586.6,0.833333,10
C15239,1396.214811,1,3729.35,1,45
C15240,225.282024,1,545.68,1,14
C15241,454.552808,0.454545,0,0,0
C15242,1785.90226,1,0,0,0
C15243,535.291589,1,824.61,0.727273,20
C15244,6.697211,0.181818,64.69,0.083333,2
C15245,5.377296,0.181818,69,0.083333,1
C15246,4020.130769,1,79.62,0.083333,1
C15247,1117.33657,1,0,0,0
C15248,15.848963,0.363636,150,0.25,3
C15249,900.541751,1,15.8,0.25,3
C15250,2544.378002,1,1108.54,0.583333,26
C15251,1852.646433,1,2600,0.333333,4
C15252,0,0,0,0,0
C15253,581.24856,0.909091,556.83,0.727273,32
C15254,504.409631,1,338.9,0.416667,5
C15255,142.430458,1,1488.84,1,24
C15256,7057.524237,1,2761.76,0.916667,121
C15257,958.920206,1,66.7,0.166667,2
C15258,15.257465,0.636364,238.25,0.083333,2
C15259,0.009684,0.181818,79.24,0.083333,1
C15260,385.763111,1,232.93,0.5,6
C15261,1780.188356,1,845.67,0.75,16
C15262,1.841583,0.181818,67.5,0.083333,1
C15263,1839.122533,1,1055.32,0.916667,19
C15264,15.008041,1,108.95,0.5,6
C15265,2106.417286,1,2151.93,0.833333,21
C15266,2676.263845,1,0,0,0
C15267,500.219415,1,27.05,0.083333,1
C15268,4128.31155,1,0,0,0
C15269,1018.350846,1,0,0,0
C15270,10.678354,0.727273,50,0.083333,1
C15271,1273.731635,1,0,0,0
C15272,58.12945,1,576,1,12
C15273,153.637431,1,1495.41,1,26
C15274,1667.146414,1,4343.82,0.916667,39
C15275,1648.701838,1,740.7,0.5,12
C15276,15.330559,0.727273,144.64,0.666667,8
C15277,5772.250286,1,255.25,0.25,4
C15278,73.704935,1,554.67,1,17
C15279,2933.068755,1,0,0,0
C15280,1421.419262,1,1669.2,1,65
C15281,424.938385,1,4060.58,1,53
C15282,1033.371763,1,2361.97,1,39
C15283,0,0,120,0.333333,4
C15284,5861.100691,1,64.71,0.083333,2
C15285,3987.467435,1,146.53,0.416667,6
C15286,1606.56766,0.818182,0,0,0
C15287,1630.991993,1,578.9,0.666667,20
C15288,95.887902,1,769,0.666667,15
C15289,1804.401706,1,40,0.083333,1
C15290,1447.267049,1,0,0,0
C15291,1268.250294,1,167,0.083333,1
C15292,668.291862,0.545455,248.77,0.333333,8
C15293,50.853021,1,428.75,1,18
C15294,241.001768,0.5,1888.88,0.875,9
C15295,157.763858,0.909091,211.07,0.25,4
C15296,724.854858,1,185.63,0.25,4
C15297,147.527826,0.727273,0,0,0
C15298,581.916416,1,5723.9,1,130
C15299,5292.264382,1,0,0,0
C15300,2762.536531,1,0,0,0
C15301,273.429593,1,8534.58,0.916667,116
C15302,12.039121,1,274.98,1,6
C15303,1451.993504,1,0,0,0
C15304,90.017392,0.909091,1247.39,0.909091,25
C15305,0.920339,0.454545,343.4,0.833333,10
C15306,1071.748626,1,0,0,0
C15307,303.929544,0.545455,0,0,0
C15308,1938.648722,1,0,0,0
C15309,79.432369,0.636364,799.83,0.583333,17
C15310,670.885072,1,341.9,0.833333,13
C15311,1494.69695,0.666667,0,0,0
C15312,114.361988,0.727273,2141.32,0.666667,13
C15313,2002.429291,1,3500.03,1,129
C15314,2135.646123,1,114,0.083333,2
C15315,943.584041,0.875,103,0.125,1
C15316,4785.789559,1,0,0,0
C15317,1436.996287,1,0,0,0
C15318,5.313086,0.545455,71.75,0.583333,7
C15319,365.48242,1,1618.31,1,9
C15320,322.383609,1,2903.17,1,24
C15321,3497.200665,1,1350.13,0.666667,32
C15322,3720.59375,1,345,1,12
C15323,5598.352813,1,0,0,0
C15324,0,0,933.75,0.75,9
C15325,2.777589,0.090909,0,0,0
C15326,3362.979048,1,90,0.083333,1
C15327,563.459762,0.833333,420.06,0.833333,9
C15328,31.980197,0.727273,300,0.666667,8
C15329,1964.369476,0.727273,0,0,0
C15330,740.704213,0.545455,1311.76,0.416667,14
C15331,991.949111,1,945.43,0.583333,10
C15332,37.615084,0.909091,229.5,0.5,6
C15333,2266.220776,1,125.32,0.083333,1
C15334,262.25861,1,2269.74,1,41
C15335,14.5923,1,200.4,1,12
C15336,833.541256,1,0,0,0
C15337,116.172752,0.111111,0,0,0
C15338,478.520473,0.727273,768.96,0.25,3
C15339,1018.811119,1,3137.2,1,57
C15341,2827.367195,1,678.32,0.333333,9
C15342,1529.318797,1,678.44,0.75,17
C15343,2670.123456,1,3103.57,1,44
C15344,481.961018,0.909091,967.23,0.25,15
C15345,72.087172,1,607.36,1,12
C15346,87.887472,1,1282.73,0.916667,11
C15347,5194.184491,1,73.42,0.083333,1
C15348,216.705656,1,1442.9,1,29
C15349,18.400472,0.166667,0,0,0
C15350,5829.92767,1,0,0,0
C15351,830.51605,1,1059.04,0.5,8
C15352,88.012898,0.545455,975,0.583333,11
C15353,77.523872,1,325,0.833333,10
