index,area_type,availability,size,total_sqft,bath,balcony,price
7380,Super built-up  Area,1,3,990,2,2,37.62
7381,Super built-up  Area,1,3,1199,2,1,85
7384,Built-up  Area,1,3,1190,2,1,55
7387,Built-up  Area,1,3,1133,2,1,55
7388,Built-up  Area,1,7,2400,3,3,140
7391,Super built-up  Area,1,5,1565,2,2,49.3
7393,Built-up  Area,1,3,1080,2,2,45
7395,Plot  Area,1,4,1240,4,1,180
7396,Built-up  Area,1,5,1335,2,1,87
7401,Super built-up  Area,1,3,1140,2,2,46
7402,Super built-up  Area,0,5,1700,3,1,79.9
7405,Super built-up  Area,1,1,435,1,1,22
7406,Super built-up  Area,1,3,1116,2,1,51.89
7407,Super built-up  Area,1,5,1480,3,2,95
7408,Built-up  Area,1,3,1000,2,2,50
7409,Super built-up  Area,1,3,1145,2,2,46
7410,Super built-up  Area,1,3,800,1,1,32
7411,Super built-up  Area,0,3,1265,2,1,83
7412,Super built-up  Area,0,5,1450,3,0,88.2
7413,Super built-up  Area,1,3,1475,2,1,70
7414,Super built-up  Area,1,3,1265,2,2,55
7416,Super built-up  Area,1,5,2180,3,2,210
7417,Super built-up  Area,1,3,1080,2,3,50
7418,Super built-up  Area,1,5,2023,4,2,130
7420,Super built-up  Area,1,5,1545,2,2,66
7421,Super built-up  Area,1,5,1804,3,2,166
7424,Super built-up  Area,0,3,1108,2,1,74.23
7425,Super built-up  Area,1,5,1730,3,2,115
7426,Super built-up  Area,1,5,1427,2,3,70
7427,Super built-up  Area,1,3,935,2,1,35.53
7428,Super built-up  Area,1,3,1073,2,2,31.77
7429,Built-up  Area,1,3,960,2,3,37
7430,Super built-up  Area,1,5,2215,4,2,150
7431,Built-up  Area,0,3,1125,2,1,32.49
7434,Super built-up  Area,1,3,1080,2,2,75
7437,Super built-up  Area,1,5,1590,3,2,58
7438,Super built-up  Area,1,5,1350,3,2,68
7440,Super built-up  Area,1,5,1560,2,3,72
7441,Built-up  Area,1,7,1810,3,2,57
7442,Super built-up  Area,1,5,2274.24,4,1,160
7443,Super built-up  Area,0,5,1484,3,1,74.18
7444,Built-up  Area,1,5,1650,3,3,220
7445,Super built-up  Area,1,5,1455,2,2,55
7446,Super built-up  Area,1,5,2280,4,2,184
7449,Super built-up  Area,1,3,1351,2,2,74
7451,Super built-up  Area,0,5,1430,2,1,61
7452,Built-up  Area,1,6,3589,5,0,400
7453,Super built-up  Area,0,5,1310,2,2,37.83
7456,Super built-up  Area,0,3,984,2,1,55
7457,Built-up  Area,1,5,1770,3,3,100
7460,Super built-up  Area,0,3,1447,2,1,75.97
7464,Super built-up  Area,0,3,1296,2,1,89
7465,Built-up  Area,1,5,1570,3,2,80
7466,Super built-up  Area,1,5,1495,2,2,65
7467,Super built-up  Area,1,5,1530,2,2,67
7469,Super built-up  Area,1,5,1800,3,1,70
7470,Super built-up  Area,1,3,1088,2,2,48
7471,Super built-up  Area,0,5,1533,3,1,98.18
7473,Built-up  Area,1,5,1540,3,3,90
7475,Super built-up  Area,0,3,1040,2,1,68.59
7478,Super built-up  Area,1,3,1180,2,1,41.3
7479,Super built-up  Area,1,3,1245,2,2,100
7485,Super built-up  Area,1,3,1124,2,1,30.35
7487,Super built-up  Area,0,3,1100,2,1,71.42
7488,Super built-up  Area,1,3,1019,2,1,58
7489,Super built-up  Area,1,5,1756,3,2,128
7490,Super built-up  Area,0,5,1280,3,1,50
7493,Super built-up  Area,0,5,2134,4,2,118
7494,Super built-up  Area,0,3,1369.1,2,1,98
7497,Super built-up  Area,1,5,2515,4,3,155
7498,Super built-up  Area,1,5,2215,4,2,154
7499,Super built-up  Area,1,5,1440,3,2,72
7500,Super built-up  Area,1,5,1186,2,2,55.33
7502,Super built-up  Area,1,5,1800,3,2,140
7503,Built-up  Area,1,5,1600,3,3,79
7504,Built-up  Area,1,3,1000,2,1,35
7506,Super built-up  Area,1,5,1305,2,1,59
7507,Super built-up  Area,0,5,1740,3,1,150
7509,Built-up  Area,1,3,1567,3,0,140
7510,Super built-up  Area,1,5,1082,2,1,45.5
7513,Built-up  Area,1,4,3500,4,2,185
7514,Super built-up  Area,1,3,1220,2,2,52
7521,Super built-up  Area,1,3,1170,2,2,120
7522,Super built-up  Area,1,5,1670,3,2,75
7523,Super built-up  Area,1,5,2264,3,2,168
7525,Super built-up  Area,1,3,1100,2,2,55
7527,Super built-up  Area,1,3,1320,2,1,160
7529,Super built-up  Area,1,3,1125,2,2,65
7532,Built-up  Area,1,5,1300,2,1,75
7533,Super built-up  Area,1,5,1600,3,2,83
7534,Super built-up  Area,0,5,1052,2,1,60
7536,Super built-up  Area,1,3,1130,2,2,36
7538,Super built-up  Area,1,5,2200,3,3,220
7539,Built-up  Area,1,5,1500,2,1,63
7540,Super built-up  Area,0,5,1350,3,1,47.25
7541,Super built-up  Area,1,5,1230,2,2,52
7542,Super built-up  Area,0,5,1520,2,2,85
7543,Super built-up  Area,0,1,525,1,1,26.25
7544,Super built-up  Area,0,3,1040,2,1,61
7546,Super built-up  Area,0,7,2690,4,3,201
7547,Super built-up  Area,1,1,780,1,1,70
7548,Super built-up  Area,1,3,1140,2,1,51.2
7549,Super built-up  Area,0,5,1225,3,1,33.08
7550,Built-up  Area,1,1,646,1,0,25.84
7552,Super built-up  Area,0,5,1890,4,3,125
7555,Super built-up  Area,1,5,1458,2,2,62
7559,Built-up  Area,1,3,1007,2,1,67
7560,Super built-up  Area,1,3,1105,2,1,50
7561,Super built-up  Area,1,5,1700,3,3,150
7562,Super built-up  Area,1,3,1170,2,3,50
7563,Built-up  Area,1,3,1080,2,3,45
7564,Super built-up  Area,1,5,1150,2,1,62
7565,Super built-up  Area,0,3,1200,2,1,57.9
7567,Super built-up  Area,1,5,1656,3,2,75
7569,Super built-up  Area,1,3,1040,2,2,50
7570,Super built-up  Area,1,3,1085,2,2,33.7
7573,Plot  Area,1,6,1100,4,1,120
7575,Built-up  Area,1,3,1050,2,1,55
7577,Super built-up  Area,0,5,1920,3,2,150
7579,Super built-up  Area,1,3,947.55,2,1,80
7580,Built-up  Area,1,3,1421,2,1,90
7582,Super built-up  Area,0,5,1425,2,2,74.31
7583,Super built-up  Area,1,3,1162,2,1,58
7584,Super built-up  Area,0,1,905,1,1,60
7585,Super built-up  Area,1,3,914,2,1,32
7588,Plot  Area,1,6,3500,4,1,289
7591,Super built-up  Area,1,5,1537,2,3,70
7594,Super built-up  Area,1,5,2250,3,1,200
7595,Plot  Area,1,6,2000,4,1,69
7599,Built-up  Area,1,3,950,2,0,32
7601,Super built-up  Area,1,5,1282,2,1,48.72
7604,Built-up  Area,1,5,1220,2,2,49
7605,Super built-up  Area,1,5,1636,3,2,85
7606,Built-up  Area,1,5,1415,3,1,65
7608,Super built-up  Area,1,5,1728,3,2,125
7609,Super built-up  Area,1,5,1680,3,3,125
7610,Super built-up  Area,0,3,1235,2,1,140
7613,Built-up  Area,1,3,1495,2,2,83
7615,Super built-up  Area,1,5,2501,3,3,138
7616,Carpet  Area,0,1,381,1,0,28
7617,Super built-up  Area,0,7,3301.8,5,2,570
7618,Super built-up  Area,1,5,2002,3,2,120
7619,Built-up  Area,0,4,3200,3,0,260
7626,Built-up  Area,1,5,1450,3,2,90
7627,Super built-up  Area,1,3,1039,2,1,50
7628,Super built-up  Area,1,3,1210,2,1,80
7629,Super built-up  Area,1,3,995,1,1,24.88
7630,Built-up  Area,1,5,1620,3,2,90
7631,Built-up  Area,1,4,3204,4,3,395
7632,Built-up  Area,1,5,3408,3,3,260
7633,Built-up  Area,1,3,1314,2,3,55
7634,Super built-up  Area,1,3,945,2,1,33
7635,Built-up  Area,1,5,1374,3,2,72
7636,Built-up  Area,0,5,1603,3,3,113
7637,Built-up  Area,1,5,1230,2,2,52
7639,Super built-up  Area,1,7,1864,3,2,105
7640,Built-up  Area,0,4,2500,3,2,100
7641,Super built-up  Area,1,5,1625,2,2,54
7642,Super built-up  Area,1,3,1186,2,3,55
7644,Super built-up  Area,1,3,770,1,1,39.9
7645,Super built-up  Area,0,3,1085,2,1,45
7646,Super built-up  Area,1,7,3754,6,2,480
7647,Super built-up  Area,1,5,1893,3,2,115
7649,Super built-up  Area,1,5,1496,2,3,78
7650,Super built-up  Area,0,5,1305,3,1,33.28
7651,Super built-up  Area,1,5,1550,2,2,82
7653,Super built-up  Area,0,5,1494,2,2,94.55
7654,Super built-up  Area,1,3,1286,2,2,69
7656,Super built-up  Area,1,5,1860,3,2,95
7658,Super built-up  Area,1,3,1243,2,2,45
7659,Super built-up  Area,1,3,1200,2,2,75
7660,Super built-up  Area,1,3,1044,2,2,32
7661,Super built-up  Area,1,3,1040,2,1,41.59
7664,Super built-up  Area,1,5,1278,2,2,59
7666,Super built-up  Area,1,3,1250,2,1,43
7671,Super built-up  Area,0,5,1157,2,1,57.84
7672,Super built-up  Area,1,3,1185,2,1,51.15
7673,Super built-up  Area,1,5,1450,3,3,100
7674,Super built-up  Area,1,5,1859,3,2,121
7675,Super built-up  Area,1,3,1763,3,2,262
7676,Super built-up  Area,0,3,900,1,1,25
7677,Super built-up  Area,1,5,1305,3,1,60
7679,Super built-up  Area,1,1,763,1,0,35.285
7681,Super built-up  Area,1,3,1150,2,0,36.8
7682,Built-up  Area,1,5,1806,3,3,85
7683,Super built-up  Area,1,3,1027,2,2,42
7684,Super built-up  Area,0,3,1002,2,1,40.08
7685,Super built-up  Area,0,5,1220,2,1,36.21
7686,Super built-up  Area,1,3,1109,2,1,35.22
7687,Built-up  Area,1,3,1002,2,1,40.08
7688,Super built-up  Area,1,3,1308,2,1,89.04
7689,Super built-up  Area,0,3,1232,2,1,69.6
7694,Super built-up  Area,1,3,1255,2,1,53.87
7695,Built-up  Area,1,5,1434,3,3,84
7696,Built-up  Area,1,3,925,2,2,30
7697,Super built-up  Area,0,5,1858,3,1,123
7698,Built-up  Area,1,3,1205,2,1,70
7699,Plot  Area,0,4,1500,3,2,90
7702,Super built-up  Area,1,3,965,2,1,56
7705,Super built-up  Area,1,3,1636,2,2,82.89
7706,Super built-up  Area,0,5,1724,3,1,125
7707,Super built-up  Area,0,3,1216,2,1,67
7708,Super built-up  Area,0,1,654,1,1,36.25
7712,Super built-up  Area,1,5,1636,3,2,92
7713,Super built-up  Area,0,3,1195,2,2,73
7714,Super built-up  Area,1,5,2400,3,3,251
7717,Super built-up  Area,0,5,1546,3,1,95
7718,Built-up  Area,1,6,3307,6,0,142
7722,Super built-up  Area,1,3,1475,2,2,171
7723,Built-up  Area,1,7,3000,3,2,150
7725,Super built-up  Area,1,3,1007,2,1,66
7734,Built-up  Area,1,5,909,2,1,43
7736,Super built-up  Area,1,3,1400,2,3,85
7739,Super built-up  Area,1,3,1150,2,2,55
7740,Super built-up  Area,1,5,2990,5,1,173
7741,Super built-up  Area,1,3,1310,2,2,85
7742,Super built-up  Area,1,5,1590,2,2,126
7743,Super built-up  Area,1,5,1645,3,2,110
7745,Super built-up  Area,1,5,1795,3,2,150
7747,Super built-up  Area,0,1,620,1,0,38.535
7748,Super built-up  Area,1,3,925,2,2,70
7750,Plot  Area,1,6,3746,6,1,375
7751,Super built-up  Area,1,5,1430,2,2,54
7752,Super built-up  Area,1,3,1020,2,2,55
7754,Super built-up  Area,0,3,1140,2,1,32.92
7756,Super built-up  Area,0,7,2470,4,2,203
7757,Built-up  Area,1,3,850,1,0,35.5
7759,Super built-up  Area,1,5,1697,3,2,110
7761,Super built-up  Area,1,3,1120,2,2,50
7768,Built-up  Area,1,5,1492,3,1,88
7769,Super built-up  Area,0,5,1498,3,3,79.15
7770,Built-up  Area,1,7,3500,2,1,350
7771,Super built-up  Area,1,3,1010,2,1,48.27
7772,Super built-up  Area,1,3,1255,2,2,53.5
7773,Super built-up  Area,1,3,1050,2,1,35
7774,Super built-up  Area,1,5,1847,3,2,125
7777,Super built-up  Area,1,5,2144.6,4,2,145
7778,Super built-up  Area,1,3,750,2,1,36.5
7779,Super built-up  Area,1,3,919,2,2,35
7780,Super built-up  Area,1,3,1087,2,1,54.3
7781,Built-up  Area,1,5,1480,3,2,74
7784,Super built-up  Area,1,5,1221,3,2,65
7786,Built-up  Area,1,5,2072,3,2,122
7789,Super built-up  Area,1,5,1640,3,3,220
7790,Super built-up  Area,1,3,1253,2,2,81.5
7791,Super built-up  Area,1,3,1061,2,1,54.92
7793,Built-up  Area,1,3,1250,2,2,68
7794,Super built-up  Area,1,5,1585,2,3,80
7795,Super built-up  Area,1,5,1452,3,3,60.98
7796,Super built-up  Area,1,3,1015,2,2,37
7797,Super built-up  Area,0,7,2462,6,0,118
7799,Super built-up  Area,0,3,1116,2,2,40
7801,Super built-up  Area,1,7,4000,4,2,325
7802,Super built-up  Area,1,7,3900,4,2,410
7803,Super built-up  Area,1,3,1300,2,2,100
7804,Super built-up  Area,1,3,1419,2,1,60.42
7805,Super built-up  Area,1,5,1310,2,1,55
7806,Super built-up  Area,1,5,2072,4,2,152
7807,Built-up  Area,1,3,1240,2,1,58.58
7809,Super built-up  Area,1,5,1820,3,2,89
7813,Super built-up  Area,1,5,1315,3,1,65
7814,Super built-up  Area,1,5,1410,2,2,73
7815,Super built-up  Area,1,3,1375,2,1,60
7816,Super built-up  Area,1,3,1299,2,2,95
7817,Super built-up  Area,1,3,993,2,3,45.5
7821,Super built-up  Area,0,5,1255,2,1,95
7822,Super built-up  Area,0,5,1655,3,2,131
7823,Super built-up  Area,0,7,2830,5,3,190
7825,Built-up  Area,1,3,550,1,1,15
7827,Super built-up  Area,0,5,1634,3,1,111
7830,Super built-up  Area,1,5,1500,3,2,63
7832,Built-up  Area,1,6,3750,6,2,375
7834,Super built-up  Area,1,3,1295,2,3,78.5
7835,Super built-up  Area,1,3,1320,2,1,100
7842,Super built-up  Area,0,1,840,1,1,57.6
7843,Super built-up  Area,0,1,540,1,0,19.83
7844,Super built-up  Area,1,5,1693,3,1,71.38
7846,Built-up  Area,1,3,1305,2,1,70
7847,Built-up  Area,1,1,450,1,1,18
7848,Super built-up  Area,1,1,705,1,1,57
7854,Super built-up  Area,1,5,1779,3,2,90
7855,Plot  Area,1,6,10200,4,1,1250
7856,Super built-up  Area,1,3,870,2,2,38
7857,Super built-up  Area,0,5,1595,3,2,120
7858,Super built-up  Area,0,1,525,1,1,26
7861,Super built-up  Area,0,5,2000,4,2,138
7862,Super built-up  Area,1,5,1614,3,2,93
7864,Built-up  Area,1,5,1150,3,3,46
7866,Super built-up  Area,0,5,1610,3,2,80.48
7868,Super built-up  Area,1,3,1050,2,2,50
7869,Plot  Area,1,6,4800,5,2,420
7870,Super built-up  Area,1,5,1460,2,1,97
7873,Built-up  Area,1,5,1569,3,0,70
7875,Super built-up  Area,1,1,645,1,0,42.5
7879,Super built-up  Area,1,3,1350,2,1,90
7880,Super built-up  Area,1,5,2780,4,1,325
7882,Super built-up  Area,1,3,1109,2,1,35.47
7883,Super built-up  Area,1,7,2000,3,2,1063
7885,Super built-up  Area,1,3,1215,2,1,68
7887,Built-up  Area,1,4,2273,4,2,192
7893,Super built-up  Area,1,5,1225,2,1,69
7894,Plot  Area,1,6,5200,5,3,242
7896,Super built-up  Area,1,5,1984,4,1,145
7897,Super built-up  Area,1,5,2425,3,1,197
7899,Super built-up  Area,0,3,1127,2,1,45
7903,Super built-up  Area,1,3,1000,2,2,43
7905,Super built-up  Area,1,3,1350,2,2,45
7907,Super built-up  Area,1,3,1175,2,3,49
7908,Super built-up  Area,1,1,655,1,2,27
7909,Super built-up  Area,0,5,1311,2,1,84.86
7911,Carpet  Area,1,3,1000,2,1,38.5
7913,Built-up  Area,1,5,1050,2,1,59
7916,Super built-up  Area,1,5,1520,2,3,61
7918,Built-up  Area,1,3,1333,2,1,104
7919,Super built-up  Area,0,1,600,1,0,18
7920,Super built-up  Area,0,5,1326,2,1,34.8
7922,Built-up  Area,1,3,1370,2,2,125
7923,Super built-up  Area,1,3,1100,2,2,85
7927,Super built-up  Area,1,3,950,2,1,58.11
7930,Super built-up  Area,1,5,1804,3,2,175
7931,Super built-up  Area,1,3,1257,2,1,68.5
7932,Super built-up  Area,1,1,650,1,2,19.87
7933,Super built-up  Area,1,5,1850,3,2,150
7937,Super built-up  Area,0,5,1630,3,2,51.35
7938,Super built-up  Area,1,5,1310,2,2,60
7941,Super built-up  Area,1,3,1000,2,1,45
7944,Super built-up  Area,1,5,1370,2,2,90
7946,Built-up  Area,1,3,1465,3,3,90
7948,Super built-up  Area,0,3,1128,2,1,64
7949,Super built-up  Area,1,5,1250,2,2,70
7950,Super built-up  Area,0,5,1645,3,2,117
7952,Super built-up  Area,0,5,2600,3,2,199
7956,Super built-up  Area,1,3,1215,2,1,68
7958,Super built-up  Area,1,5,1400,2,3,78
7960,Built-up  Area,1,3,845,2,1,30
7962,Built-up  Area,1,6,3508,6,0,385.5
7964,Super built-up  Area,1,3,1199,2,1,85
7965,Super built-up  Area,1,3,1175,2,2,43.48
7967,Super built-up  Area,1,5,1767,3,2,109
7968,Super built-up  Area,1,7,1800,3,1,90
7969,Super built-up  Area,0,5,1856,3,2,135
7971,Super built-up  Area,0,5,1613,3,0,150
7974,Super built-up  Area,1,3,1375,2,1,78
7975,Super built-up  Area,1,3,985,2,2,57
7978,Super built-up  Area,0,1,605,1,0,13.31
7981,Super built-up  Area,1,3,1200,2,1,53
7982,Built-up  Area,1,3,1000,2,1,45
7983,Super built-up  Area,1,5,1159,2,3,38
7987,Built-up  Area,1,5,1540,2,2,78
7989,Super built-up  Area,1,5,1850,4,2,120
7990,Built-up  Area,1,5,1580,3,1,60
7991,Super built-up  Area,1,3,1190,2,2,39.25
8000,Super built-up  Area,1,5,1880,3,3,120
8001,Super built-up  Area,1,3,1150,2,2,45
8007,Built-up  Area,1,4,1962,3,2,175
8010,Super built-up  Area,1,3,1174,2,1,29.35
8011,Super built-up  Area,0,5,1894,3,1,115
8013,Super built-up  Area,1,5,1760,3,2,142
8015,Built-up  Area,1,5,1790,3,0,97
8018,Built-up  Area,1,6,2540,4,0,160
8019,Super built-up  Area,1,3,1137,2,1,53.4
8022,Super built-up  Area,1,5,1568,2,2,100
8023,Built-up  Area,1,6,4900,4,0,393.5
8024,Super built-up  Area,1,3,1308,2,1,60
8026,Super built-up  Area,1,5,1200,2,1,41
8028,Super built-up  Area,0,1,530,1,1,13.5
8029,Built-up  Area,1,5,873,2,1,40
8033,Super built-up  Area,1,5,2072,4,2,160
8034,Super built-up  Area,0,5,2273,3,3,159
8036,Super built-up  Area,1,1,760,1,2,50
8038,Super built-up  Area,1,5,2072,4,2,155
8040,Super built-up  Area,1,5,1550,2,1,89
8041,Super built-up  Area,0,3,1251,2,1,50
8042,Super built-up  Area,1,3,1070,2,1,53
8044,Built-up  Area,1,5,1435,2,2,60
8045,Built-up  Area,1,5,1400,2,3,45
8046,Super built-up  Area,1,7,2330,3,2,94.71
8047,Super built-up  Area,1,3,1200,2,3,60
8049,Super built-up  Area,0,5,1655,2,2,62.89
8052,Super built-up  Area,1,3,1175,2,1,50
8053,Super built-up  Area,1,3,1155,2,2,40.43
8054,Plot  Area,1,4,1200,3,2,98
8055,Super built-up  Area,1,3,1149,2,2,65
8057,Plot  Area,1,6,3200,4,2,375
8059,Super built-up  Area,1,5,1718,3,2,119
8061,Super built-up  Area,1,3,1330,2,2,77
8062,Super built-up  Area,1,3,1200,2,2,68
8063,Super built-up  Area,0,5,1693,3,2,89
8064,Super built-up  Area,0,3,1249,2,1,165
8065,Built-up  Area,1,5,1800,4,1,125
8067,Super built-up  Area,1,3,1020,2,1,46
8070,Super built-up  Area,0,3,1280,2,2,60.16
8073,Super built-up  Area,1,1,933,2,1,58
8074,Built-up  Area,1,3,1150,2,0,44
8075,Super built-up  Area,1,7,3633,6,2,550
8076,Super built-up  Area,1,5,1380,3,3,130
8079,Super built-up  Area,1,3,1303,2,1,90
8080,Super built-up  Area,1,3,1196,2,2,40.54
8084,Super built-up  Area,1,5,1419,2,3,87
8085,Super built-up  Area,1,3,1200,2,3,49
8087,Super built-up  Area,1,1,755,1,0,45.4
8088,Super built-up  Area,1,3,1245,2,1,75
8089,Built-up  Area,1,6,3978,4,3,428
8090,Super built-up  Area,1,3,1093,2,1,34
8092,Super built-up  Area,1,3,1345,2,1,97
8094,Super built-up  Area,0,3,1180,2,1,86
8095,Super built-up  Area,1,3,1020,2,1,48.45
8097,Super built-up  Area,0,7,3621,4,1,511
8100,Super built-up  Area,1,3,1020,2,1,55
8101,Super built-up  Area,1,5,2095,3,2,142
8102,Super built-up  Area,1,5,1362,3,2,62.63
8103,Super built-up  Area,1,1,694,1,0,30.84
8104,Super built-up  Area,1,3,1404,2,2,70
8110,Super built-up  Area,0,3,985,2,1,49.97
8111,Built-up  Area,1,1,850,1,2,60
8115,Super built-up  Area,1,3,1367,2,2,86
8116,Super built-up  Area,1,5,1210,2,2,81
8120,Super built-up  Area,1,3,1140,2,2,40
8121,Super built-up  Area,1,3,1095,2,2,33.6
8122,Super built-up  Area,1,1,782,1,0,19.55
8123,Super built-up  Area,1,5,1435,2,2,80
8124,Super built-up  Area,1,3,725,2,2,36
8125,Built-up  Area,1,5,1600,2,2,88
8127,Super built-up  Area,1,7,3205,4,2,300
8131,Super built-up  Area,1,3,1243,2,2,46
8132,Super built-up  Area,0,5,1703,3,2,130
8134,Super built-up  Area,1,3,1145,2,1,41.21
8135,Super built-up  Area,0,3,1216,2,1,75
8136,Super built-up  Area,1,3,1100,3,1,60
8137,Super built-up  Area,1,7,2425,5,1,201
8139,Super built-up  Area,1,3,1196,2,2,40.54
8140,Carpet  Area,1,5,1600,3,3,90
8141,Super built-up  Area,0,5,1510,3,3,47.57
8142,Super built-up  Area,1,7,3033,4,1,326
8146,Plot  Area,1,8,1480,4,1,169
8150,Super built-up  Area,1,5,1630,3,2,60.65
8152,Super built-up  Area,0,5,1410,2,2,53.58
8153,Carpet  Area,0,3,1181.7,2,1,100
8155,Super built-up  Area,1,5,1691,3,2,113
8159,Super built-up  Area,1,5,1300,3,2,77.99
8160,Super built-up  Area,0,3,1356,2,1,94.84
8161,Super built-up  Area,0,3,1338,2,1,103
8163,Super built-up  Area,0,5,1280,2,1,100
8164,Super built-up  Area,1,5,1531,3,3,51.77
8167,Super built-up  Area,1,5,1605,2,2,65
8168,Super built-up  Area,1,5,1917,3,2,110
8171,Built-up  Area,1,5,1400,3,2,55
8172,Built-up  Area,1,5,2625,3,3,175
8174,Super built-up  Area,1,5,2041,3,3,128
8175,Super built-up  Area,1,5,2070,4,2,160
8176,Super built-up  Area,1,5,1110,3,3,59
8177,Built-up  Area,1,5,1650,3,1,110
8178,Plot  Area,0,6,3565,4,3,255
8180,Super built-up  Area,1,3,1142,2,2,65
8182,Super built-up  Area,1,5,1502,3,3,50
8183,Super built-up  Area,1,5,1176,2,1,45
8187,Plot  Area,1,4,5400,3,2,700
8189,Super built-up  Area,1,5,1425,3,2,55
8191,Super built-up  Area,1,3,1345,2,2,108
8193,Plot  Area,1,6,1830,4,2,325
8204,Super built-up  Area,0,3,1160,2,1,70
8206,Plot  Area,0,4,2000,2,2,95
8207,Super built-up  Area,1,3,1125,2,1,47.65
8208,Built-up  Area,1,6,3900,4,2,175
8209,Built-up  Area,1,3,1133,2,1,38.37
8210,Super built-up  Area,1,3,1240,2,2,60
8211,Super built-up  Area,0,5,1466,3,3,77.59
8212,Super built-up  Area,1,7,3870,4,2,411
8213,Super built-up  Area,1,5,1610,2,2,115
8215,Built-up  Area,1,3,1225,2,2,48
8216,Super built-up  Area,1,3,1300,2,1,54
8217,Super built-up  Area,0,5,1996,4,1,123
8219,Super built-up  Area,1,5,1800,3,2,240
8221,Super built-up  Area,1,5,1435,3,2,90
8223,Super built-up  Area,1,5,1601,3,3,70
8224,Super built-up  Area,1,3,1257,2,2,93
8225,Super built-up  Area,1,7,3596,5,1,260
8226,Super built-up  Area,1,3,1309,2,2,95
8228,Super built-up  Area,1,3,1115,2,1,55
8229,Super built-up  Area,1,5,1870,3,2,90
8232,Super built-up  Area,1,3,1185,2,2,67
8233,Super built-up  Area,1,5,1790,3,3,120
8234,Plot  Area,1,4,3450,4,2,208
8236,Super built-up  Area,1,1,664,1,0,27.375
8237,Plot  Area,1,6,5400,4,2,750
8239,Built-up  Area,1,3,1000,2,2,48
8240,Super built-up  Area,0,3,1183,2,1,77.25
8241,Super built-up  Area,0,5,1282,3,2,178
8245,Built-up  Area,1,3,1200,2,2,52
8246,Super built-up  Area,0,3,1151,2,2,43.6
8247,Super built-up  Area,1,5,1320,2,2,59
8250,Super built-up  Area,1,5,1847,3,2,123
8251,Super built-up  Area,0,1,1020,2,1,49.87
8255,Super built-up  Area,1,3,1160,2,2,44
8256,Super built-up  Area,0,7,2805,4,3,154
8257,Super built-up  Area,0,5,1360,3,0,47.6
8258,Super built-up  Area,1,3,1089,2,1,49
8259,Super built-up  Area,1,3,1115,2,2,60
8262,Super built-up  Area,0,5,1536,3,1,104
8264,Super built-up  Area,0,5,1571,3,2,83
8266,Super built-up  Area,1,3,1517,2,2,125
8267,Super built-up  Area,1,1,664,1,1,35.4
8268,Super built-up  Area,1,3,1230,2,1,58
8269,Super built-up  Area,1,3,1340,2,2,72
8270,Super built-up  Area,1,3,1175,2,1,29.38
8274,Super built-up  Area,1,5,1470,2,1,44.1
8276,Super built-up  Area,1,5,1680,3,2,117
8278,Super built-up  Area,1,3,1071,2,1,51
8280,Built-up  Area,1,7,3435,2,1,341
8282,Built-up  Area,1,3,1190,2,1,60
8283,Super built-up  Area,1,5,1550,2,3,80
8284,Super built-up  Area,0,3,1283,2,2,63.22
8285,Built-up  Area,1,3,1325,2,2,73
8286,Super built-up  Area,1,3,1105,2,1,35.36
8287,Super built-up  Area,1,5,1600,3,2,74.5
8291,Super built-up  Area,0,5,2099,3,3,147
8292,Super built-up  Area,1,5,1365,2,1,72
8293,Super built-up  Area,1,3,1485,3,3,132
8294,Super built-up  Area,1,3,1250,2,1,55
8297,Super built-up  Area,0,3,1328,2,3,91.06
8298,Super built-up  Area,0,3,1232,2,1,87
8300,Super built-up  Area,1,5,1350,3,2,66
8303,Super built-up  Area,1,3,1020,2,2,32
8304,Super built-up  Area,1,5,1410,2,3,49.34
8305,Built-up  Area,1,5,2159,3,2,120
8308,Super built-up  Area,1,3,1255,2,1,57.5
8309,Super built-up  Area,0,3,1074,2,1,42.79
8310,Plot  Area,0,4,1200,3,2,72
8311,Super built-up  Area,0,5,1170,2,2,35.41
8312,Super built-up  Area,0,1,596,1,0,31.315
8317,Super built-up  Area,1,5,1601,3,2,95
8320,Built-up  Area,1,5,2700,2,1,260
8321,Built-up  Area,1,6,1900,3,1,97
8323,Super built-up  Area,0,5,1520,2,2,96
8326,Super built-up  Area,1,3,1432,2,2,68
8329,Super built-up  Area,1,5,2251,4,2,370
8330,Super built-up  Area,1,3,1050,2,1,77
8331,Super built-up  Area,0,5,1100,3,2,53
8333,Super built-up  Area,1,5,1565,2,2,56.34
8337,Super built-up  Area,1,5,1652,3,3,110
8339,Super built-up  Area,1,7,2340,4,1,145
8340,Super built-up  Area,0,3,1084,2,1,179
8342,Super built-up  Area,1,5,1400,3,3,69
8344,Super built-up  Area,0,3,1020,2,1,27.43
8345,Super built-up  Area,1,3,1267,2,1,90.33
8346,Super built-up  Area,1,7,2439,4,3,185
8351,Built-up  Area,1,6,5000,5,2,550
8354,Built-up  Area,1,3,1086,2,2,44.5
8355,Super built-up  Area,0,1,416,1,1,18
8356,Built-up  Area,1,3,1066,2,1,52.23
8357,Super built-up  Area,1,5,1730,3,1,93
8358,Super built-up  Area,0,3,1205,2,1,63.86
8359,Super built-up  Area,1,7,2500,5,2,175
8360,Super built-up  Area,1,3,960,2,1,55
8361,Super built-up  Area,0,5,1510,3,2,83.05
8363,Built-up  Area,1,4,2300,3,2,142
