CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS
C14409,674.119098,1,3146.25,449.1,2697.15,0,1,0.333333,1,0,0,93,4000,2602.065596
C14410,1049.768556,1,171.65,55,116.65,0,0.416667,0.083333,0.333333,0,0,6,1200,256.698968
C14411,876.839962,1,147.82,0,147.82,784.229265,0.25,0,0.25,0.083333,1,3,1000,337.812755
C14412,31.870629,0.818182,192.92,139.7,53.22,0,0.166667,0.083333,0.083333,0,0,2,5500,834.627595
C14413,4931.203112,1,0,0,0,1387.850238,0,0,0,0.25,4,0,6500,1018.476355
C14414,5740.590335,1,8218.32,8218.32,0,0,0.75,0.75,0,0,0,17,12000,3318.260207
C14415,258.223705,1,2391.44,1203.18,1188.26,49.410478,1,0.666667,1,0.083333,1,32,5000,2536.830662
C14416,5686.466725,0.909091,177.35,177.35,0,0,0.090909,0.090909,0,0,0,1,8000,1775.784106
C14417,4988.093733,1,8581.29,4640.84,3940.45,225.473003,1,0.666667,1,0.083333,1,94,10500,1571.883
C14418,84.377933,1,270,0,270,0,1,0,0.916667,0,0,12,1200,308.698498
C14419,1234.235139,1,594.95,509.95,85,8287.780882,0.333333,0.25,0.083333,0.416667,10,5,5000,9630.24637
C14421,931.866057,1,0,0,0,652.119509,0,0,0,0.25,3,0,3700,250.72198
C14422,1281.936062,1,43,43,0,0,0.083333,0.083333,0,0,0,1,1500,298.266234
C14423,1032.812458,1,995.07,806.07,189,555.033556,0.666667,0.166667,0.5,0.25,4,11,1400,363.992366
C14424,529.415371,0.5,0,0,0,1409.048702,0,0,0,0.25,4,0,1500,1417.666972
C14425,132.73446,0.1,2190,2190,0,0,0.1,0.1,0,0,0,1,2500,2.389583
C14426,5850.1729,1,393.87,0,393.87,0,0.25,0,0.25,0,0,8,6000,1536.774213
C14427,5.761614,0.181818,75,75,0,0,0.083333,0.083333,0,0,0,2,3400,289.742219
C14428,34.017341,0.272727,494.6,494.6,0,0,0.083333,0.083333,0,0,0,1,4000,456.293143
C14429,81.311082,0.727273,851.38,851.38,0,0,0.416667,0.416667,0,0,0,6,8500,964.675607
C14430,152.758442,0.727273,276,81,195,0,0.25,0.083333,0.083333,0,0,3,1200,1316.604491
C14431,7659.19151,1,0,0,0,1971.469655,0,0,0,0.333333,7,0,8000,1897.854153
C14432,2947.426082,0.888889,2257.28,1179.8,1077.48,281.877943,0.444444,0.333333,0.222222,0.222222,2,19,8500,3612.992662
C14433,1371.488874,1,0,0,0,3163.898453,0,0,0,0.333333,11,0,3500,338.654717
C14434,57.937789,1,450,450,0,0,0.5,0.5,0,0,0,6,4000,395.680968
C14435,3376.946886,1,0,0,0,9670.775878,0,0,0,0.4,6,0,9500,2194.131117
C14436,5824.000984,1,1501.08,0,1501.08,4730.837305,0.25,0,0.166667,0.333333,6,5,8500,1647.245926
C14437,2286.673155,0.818182,0,0,0,2617.930904,0,0,0,0.083333,2,0,3000,602.563865
C14439,2608.512452,1,64.2,64.2,0,0,0.083333,0.083333,0,0,0,1,3000,647.437157
C14440,355.323994,0.636364,284.11,284.11,0,855.147084,0.166667,0.166667,0,0.166667,2,2,1500,1765.584677
C14441,907.680311,1,0,0,0,159.333467,0,0,0,0.083333,1,0,1200,1368.734996
C14442,2493.134397,1,253,28,225,2622.759643,0.833333,0.083333,0.75,0.333333,8,11,2900,445.652564
C14443,231.90824,0.818182,711.8,497.8,214,0,0.666667,0.166667,0.416667,0,0,10,8500,2007.282363
C14444,88.13353,0.909091,1400,0,1400,0,0.833333,0,0.75,0,0,10,7500,1307.099065
C14445,1068.985549,1,0,0,0,54.67143,0,0,0,0.083333,1,0,1200,359.180202
C14447,722.689568,1,6493.25,6454.25,39,0,1,1,0.083333,0,0,38,3200,5777.820302
C14448,62.759232,0.545455,311.55,311.55,0,0,0.166667,0.166667,0,0,0,5,1200,525.904979
C14449,852.001697,0.727273,372.36,0,372.36,1655.625508,0.416667,0,0.416667,0.166667,3,5,4000,347.937039
C14450,473.599403,1,524.7,150.32,374.38,1168.556598,1,0.25,0.75,0.083333,1,15,1200,1772.643444
C14451,567.055953,0.727273,0,0,0,3254.66653,0,0,0,0.416667,11,0,6000,4103.204766
C14452,597.416499,1,175.4,0,175.4,1816.49181,0.416667,0,0.416667,0.166667,2,5,1200,2524.423875
C14453,3.005343,0.333333,0,0,0,265.334594,0,0,0,0.111111,1,0,1200,1233.178997
C14455,2224.000236,1,2276.41,1787.77,488.64,628.841571,0.833333,0.5,0.666667,0.333333,6,39,4500,3755.786767
C14456,83.564804,1,616,0,616,0,1,0,0.875,0,0,8,1000,526.820014
C14457,19.589561,0.545455,299.84,299.84,0,0,0.416667,0.416667,0,0,0,6,3000,577.023407
C14458,1193.682005,1,445.18,445.18,0,0,1,1,0,0,0,11,1200,673.563611
C14459,2701.880978,1,0,0,0,576.920984,0,0,0,0.166667,4,0,10000,654.1843
C14460,8.820992,0.7,91.46,91.46,0,0,0.2,0.2,0,0,0,2,1500,77.334707
C14461,566.383268,1,1454.16,1043.25,410.91,0,1,0.75,1,0,0,44,3000,1828.965302
C14462,7369.794134,1,411.2,0,411.2,2943.158701,0.666667,0,0.583333,0.166667,5,8,8000,1753.647095
C14463,31.856254,0.545455,241,0,241,0,0.666667,0,0.666667,0,0,11,1200,401.109047
C14464,63.615822,0.545455,970.57,970.57,0,0,0.5,0.5,0,0,0,7,7200,1113.617785
C14465,1172.183909,1,1700,900,800,0,0.666667,0.083333,0.666667,0,0,10,8000,1271.291305
C14466,374.405467,0.636364,1034.4,249,785.4,0,0.5,0.166667,0.416667,0,0,11,1200,1905.378315
C14467,4.054657,0.727273,264.02,264.02,0,0,0.25,0.25,0,0,0,4,7000,274.692435
C14468,1739.13388,1,191.98,96,95.98,0,0.25,0.083333,0.25,0,0,4,2000,978.453301
C14469,229.667169,1,0,0,0,985.337823,0,0,0,0.083333,1,0,3000,1120.65839
C14470,5259.14039,0.888889,2659.35,813,1846.35,4851.392018,0.888889,0.222222,0.777778,0.333333,34,38,6000,2249.612405
C14471,1975.349966,1,1749.72,1300.48,449.24,3738.635191,0.75,0.333333,0.5,0.25,8,24,6000,6481.117394
C14472,4265.241202,1,1499.12,119.12,1380,2312.556328,0.833333,0.083333,0.666667,0.166667,4,10,4500,1844.394398
C14473,1488.113177,1,0,0,0,2599.489045,0,0,0,0.5,15,0,2500,2952.279108
C14474,136.323936,1,289.9,0,289.9,0,0.333333,0,0.25,0,0,4,9500,714.619326
C14475,69.795639,1,1293.04,67.86,1225.18,0,1,0.166667,1,0,0,20,7500,891.734089
C14476,28.59068,1,367.44,0,367.44,0,0.916667,0,0.833333,0,0,13,5700,360.925707
C14477,331.503219,1,332.74,0,332.74,0,0.545455,0,0.454545,0,0,10,2500,399.729843
C14478,4282.043906,1,1974.04,1326,648.04,4310.515986,1,1,1,0.5,14,40,7000,1920.094402
C14479,2083.900081,1,0,0,0,1116.430456,0,0,0,0.166667,6,0,5500,465.698012
C14480,0,0,232.2,0,232.2,0,1,0,1,0,0,12,1500,415.603589
C14481,1052.799075,1,0,0,0,1523.162883,0,0,0,0.333333,8,0,1500,1696.073522
C14482,2871.611936,1,2216.6,0,2216.6,1353.5452,0.833333,0,0.75,0.083333,1,34,3500,2268.296871
C14483,1096.994956,1,0,0,0,1148.512914,0,0,0,0.166667,4,0,2500,160.482027
C14484,1087.574994,1,0,0,0,108.260087,0,0,0,0.083333,1,0,1200,317.447893
C14485,3541.769505,1,0,0,0,2238.32876,0,0,0,0.416667,10,0,15500,899.712442
C14486,339.566873,0.818182,2956.2,1398.57,1557.63,0,0.75,0.333333,0.666667,0,0,17,5500,2845.336693
C14487,1992.650296,1,20,0,20,0,0.333333,0,0.333333,0,0,4,7500,2069.263442
C14488,1451.584485,1,1216.58,561.9,654.68,0,0.666667,0.166667,0.666667,0,0,12,4000,603.722261
C14489,1107.099917,1,473.64,0,473.64,956.509038,1,0,0.916667,0.083333,1,12,1200,501.511019
C14490,9061.787692,1,0,0,0,5672.920976,0,0,0,0.5,13,0,14500,13893.86739
C14492,54.738397,0.909091,1326.75,0,1326.75,0,1,0,1,0,0,30,1500,1132.512843
C14493,986.457953,1,1073.5,101.85,971.65,328.279184,1,0.166667,1,0.333333,9,46,4000,1009.068974
C14494,3277.092999,1,3936.51,3249.14,687.37,517.562968,1,0.666667,0.916667,0.166667,2,57,10000,2183.769759
C14495,1496.580949,1,0,0,0,183.230915,0,0,0,0.166667,3,0,1600,502.200633
C14496,30.350623,1,341.48,0,341.48,0,1,0,1,0,0,15,4000,381.231169
C14497,208.707195,0.545455,2351.58,2351.58,0,0,0.25,0.25,0,0,0,7,4500,3711.189548
C14498,1639.513143,1,1225,651,574,0,1,0.583333,1,0,0,24,1900,1467.532097
C14499,10571.41107,1,7739.48,0,7739.48,0,1,0,1,0,0,44,8000,2688.447014
C14500,1236.018537,0.909091,0,0,0,2132.985725,0,0,0,0.25,3,0,3000,540.703321
C14501,640.394092,1,2476.9,2324.38,152.52,0,1,1,0.916667,0,0,39,7000,2190.775297
C14502,339.956112,1,2199.65,815.15,1384.5,0,0.916667,0.083333,0.833333,0,0,13,6000,2577.703016
C14503,506.470396,0.555556,0,0,0,6897.966615,0,0,0,0.222222,2,0,8500,7313.426958
C14504,42.075054,1,421.2,0,421.2,0,1,0,1,0,0,12,2000,410.786446
C14505,5118.492838,1,3848.92,3247.26,601.66,8383.293085,0.916667,0.583333,0.666667,0.25,27,70,12000,1450.987082
C14506,2228.47847,1,979.11,197.05,782.06,809.443906,1,0.166667,1,0.166667,2,31,2900,1097.760409
C14507,2679.811246,1,0,0,0,154.629617,0,0,0,0.083333,1,0,3000,713.179379
C14508,37.427412,1,31.23,0,31.23,1896.550326,0.25,0,0.25,0.166667,2,3,2500,4045.49694
C14509,64.491497,1,855.99,0,855.99,0,1,0,0.7,0,0,12,3000,816.582936
C14510,2070.627593,1,2564.08,1165,1399.08,0,1,0.583333,1,0,0,57,8500,1363.695769
C14511,1607.053725,1,451.9,335,116.9,0,0.25,0.083333,0.166667,0,0,6,2500,569.867313
C14512,5088.216894,1,4381.86,2825.56,1556.3,951.294749,1,1,0.666667,0.083333,1,50,7000,2410.061408
C14513,937.086541,1,79,79,0,0,0.083333,0.083333,0,0,0,1,1500,357.720268
C14514,48.926154,0.272727,305.79,305.79,0,0,0.090909,0.090909,0,0,0,1,3000,566.857973
C14515,497.919885,1,1186.09,397,789.09,513.979897,0.916667,0.166667,0.833333,0.333333,8,30,500,1487.08197
C14516,1862.566976,1,1847.57,841.59,1005.98,0,0.583333,0.25,0.5,0,0,35,3350,1652.359591
C14517,1893.053845,1,746.31,487.27,259.04,1535.853619,0.666667,0.25,0.416667,0.416667,12,14,4200,3286.143282
C14518,10.05473,0.454545,530,0,530,0,0.916667,0,0.916667,0,0,12,1000,538.553454
C14519,7677.565407,1,1240.04,1240.04,0,3681.231518,0.75,0.75,0,0.333333,4,20,8000,2724.967965
C14520,1403.574083,1,1831.57,697.94,1133.63,1909.684135,1,0.583333,1,0.083333,1,61,8000,427.189102
C14521,1425.175936,1,49.89,49.89,0,59.673576,0.2,0.2,0,0.3,3,2,1500,348.530192
C14522,2019.768435,0.727273,326.64,326.64,0,0,0.166667,0.166667,0,0,0,2,3000,3434.224242
C14523,1961.246269,1,0,0,0,233.246267,0,0,0,0.4,4,0,2000,422.017882
C14524,0,0,18.77,0,18.77,0,0.083333,0,0.083333,0,0,1,5000,0
C14525,1191.955492,1,0,0,0,275.762341,0,0,0,0.083333,1,0,1500,266.59382
C14526,344.543487,1,2219.53,1432.86,786.67,0,1,0.916667,1,0,0,43,5700,2073.117846
C14527,1080.852036,1,0,0,0,48.919105,0,0,0,0.083333,1,0,1200,343.313124
C14528,12.597034,0.181818,99,99,0,0,0.083333,0.083333,0,0,0,1,1500,96.255421
C14529,5019.019126,1,1517.85,1517.85,0,185.169509,0.272727,0.272727,0,0.181818,2,6,6000,1157.021023
C14530,14.281926,0.875,245.85,0,245.85,0,0.875,0,0.75,0,0,16,1500,209.736381
C14531,1381.27484,1,71.8,71.8,0,0,0.083333,0.083333,0,0,0,1,3500,304.742004
C14532,229.461086,1,3669.72,3669.72,0,0,1,1,0,0,0,26,13000,3512.263933
C14533,1307.177673,1,0,0,0,435.240217,0,0,0,0.25,3,0,3000,857.062706
C14534,4408.242337,1,324.3,324.3,0,3965.922581,0.083333,0.083333,0,0.666667,16,2,7000,7975.31466
C14535,785.429991,1,0,0,0,277.70324,0,0,0,0.083333,1,0,1200,327.423796
C14536,1064.872909,0.363636,0,0,0,3358.172644,0,0,0,0.25,8,0,10500,20740.15941
C14537,24.389998,0.181818,0,0,0,1369.366015,0,0,0,0.083333,1,0,3000,10893.77844
C14538,2739.711796,1,847.66,765.8,81.86,1201.188255,1,1,0.583333,0.083333,1,20,7500,3273.326636
C14539,4.908888,0.454545,133.16,0,133.16,0,0.333333,0,0.25,0,0,4,6500,210.448172
C14540,1471.640654,1,285.69,285.69,0,463.813261,0.25,0.25,0,0.25,4,3,3000,389.787483
C14541,1241.882057,1,94,94,0,234.639631,0.083333,0.083333,0,0.083333,1,1,1400,539.459472
C14542,7496.171727,1,0,0,0,7107.137059,0,0,0,0.666667,22,0,10500,2933.325551
C14543,49.074293,0.818182,330.25,330.25,0,0,0.25,0.25,0,0,0,5,2500,509.309215
C14544,1494.221853,1,356.62,308.26,48.36,0,0.333333,0.25,0.166667,0,0,6,1600,641.34086
C14545,1317.547661,1,1987.76,1062.44,925.32,0,1,0.5,0.916667,0,0,36,6000,753.735014
C14546,158.919439,1,0,0,0,787.758817,0,0,0,0.25,3,0,4400,554.846112
C14547,1908.403984,1,657.05,0,657.05,0,1,0,1,0,0,17,2000,894.424776
C14548,3632.344231,1,83.45,0,83.45,1136.000468,0.25,0,0.25,0.166667,2,3,7000,837.430224
C14549,9699.252383,1,0,0,0,10630.32102,0,0,0,0.833333,27,0,10000,13001.03715
C14550,66.066065,0.818182,995.62,402.79,592.83,0,1,1,0.666667,0,0,30,7500,767.241839
C14551,700.100691,1,7244.98,2457.47,4787.51,0,1,0.833333,1,0,0,110,6200,6151.929937
C14553,1215.047947,1,0,0,0,204.182088,0,0,0,0.166667,2,0,1500,315.553886
C14554,148.180803,0.818182,1200,0,1200,0,0.5,0,0.416667,0,0,12,8000,1654.263363
C14555,508.598624,1,0,0,0,950.084436,0,0,0,0.083333,1,0,11500,974.764661
C14556,480.596706,1,757.8,0,757.8,0,0.75,0,0.666667,0,0,18,8000,345.385827
C14557,1869.125099,0.545455,158.2,158.2,0,1402.159983,0.083333,0.083333,0,0.083333,1,1,6500,6585.792428
C14558,1654.369427,1,736.24,480,256.24,0,1,0.166667,0.916667,0,0,20,7000,2267.012612
C14559,1537.935236,0.818182,68,68,0,0,0.083333,0.083333,0,0,0,1,3000,3845.144477
C14560,2543.005761,1,1900.63,1900.63,0,0,0.75,0.75,0,0,0,29,4000,674.748921
C14561,11206.78624,1,1257.77,540.65,717.12,8295.538786,0.909091,0.909091,0.636364,0.636364,21,25,15000,20873.22194
C14562,308.769481,1,489.24,0,489.24,1010.553199,0.75,0,0.75,0.416667,9,11,1000,1660.010795
C14563,3014.625246,1,0,0,0,1143.763365,0,0,0,0.166667,2,0,6500,1023.016247
C14564,1360.590356,1,2834.03,1972.22,861.81,0,1,0.5,1,0,0,54,6000,1333.71178
C14565,62.440728,1,709.01,709.01,0,0,1,1,0,0,0,12,2000,716.721864
C14566,2024.263677,0.875,56,56,0,4086.268496,0.125,0.125,0,0.5,10,1,2500,375.558603
C14567,2610.997575,0.818182,328.7,328.7,0,0,0.333333,0.333333,0,0,0,4,8000,4256.385553
C14568,1592.354384,1,736.26,425.62,310.64,3120.093926,0.833333,0.166667,0.583333,0.416667,6,11,6000,3636.148663
C14569,1689.238956,1,261.89,139.19,122.7,0,0.416667,0.083333,0.333333,0,0,7,1700,309.348573
C14570,203.499251,1,2115.76,530,1585.76,0,1,0.5,1,0,0,52,4000,1953.639143
C14571,1791.85654,1,71.38,0,71.38,0,0.416667,0,0.416667,0,0,5,3000,547.424357
C14572,5.626795,0.818182,374.4,0,374.4,0,1,0,1,0,0,12,1000,419.512265
C14573,2305.006202,1,0,0,0,370.248624,0,0,0,0.166667,2,0,2500,624.147899
C14574,1138.014732,1,1170.48,1170.48,0,920.050071,0.416667,0.416667,0,0.25,4,5,4500,1078.964657
C14575,80.762254,0.636364,861.9,150,711.9,0,0.5,0.083333,0.416667,0,0,7,6000,1426.507994
C14576,814.085729,0.818182,0,0,0,1087.144848,0,0,0,0.166667,2,0,3000,382.425723
C14577,444.630038,1,0,0,0,145.557904,0,0,0,0.25,3,0,500,172.645901
C14578,5402.993017,1,0.01,0.01,0,5942.11917,0.083333,0.083333,0,0.166667,5,1,12000,1071.665067
C14579,1237.510447,0.555556,0,0,0,2914.767437,0,0,0,0.111111,2,0,3000,578.821763
C14580,289.512368,1,4185.94,898.14,3287.8,0,1,0.666667,1,0,0,90,6000,3836.06844
C14581,404.182321,1,3682.11,2473.8,1208.31,0,1,1,1,0,0,76,10000,3259.008834
C14582,1714.896284,1,2000,2000,0,0,0.111111,0.111111,0,0,0,1,2000,448.300443
C14583,388.132417,1,0,0,0,689.70174,0,0,0,0.333333,7,0,1050,1601.295316
C14584,162.027905,0.818182,1045.84,1045.84,0,0,0.333333,0.333333,0,0,0,7,1850,530.125935
C14585,1801.084627,0.833333,0,0,0,3189.613873,0,0,0,0.833333,11,0,10000,329.077571
C14586,4976.028578,1,900.87,0,900.87,0,1,0,1,0,0,162,5500,92.865469
C14587,24.831137,0.636364,1909.13,30,1879.13,0,0.916667,0.083333,0.833333,0,0,12,2000,1831.935279
C14588,3682.667737,1,2214.64,1250.3,964.34,0,1,0.666667,1,0,0,34,9000,1428.539668
C14589,629.946336,1,1832.92,1832.92,0,0,0.5,0.5,0,0,0,14,6500,1425.425074
C14590,568.060722,1,1799.03,1799.03,0,0,0.833333,0.833333,0,0,0,14,10000,1770.472642
C14591,300.395286,1,394.95,277.95,117,0,0.916667,0.25,0.75,0,0,33,6000,339.702306
C14592,898.253159,0.857143,165.5,165.5,0,1157.345416,0.285714,0.285714,0,0.142857,1,5,1200,375.839637
C14593,919.799915,0.857143,320.01,69,251.01,1056.477112,0.857143,0.142857,0.714286,0.142857,3,7,1200,195.595593
C14594,368.367166,1,1121.86,169.2,952.66,1172.195497,0.666667,0.083333,0.583333,0.333333,5,11,3500,3312.219079
C14595,25.950664,0.636364,231.25,0,231.25,0,0.666667,0,0.583333,0,0,14,4000,209.115604
C14596,1817.618232,1,623.19,0,623.19,408.434019,1,0,0.916667,0.083333,1,26,2800,719.914581
C14597,24.569042,1,532.93,0,532.93,0,1,0,1,0,0,23,3000,686.935875
C14598,5256.69533,1,188.6,188.6,0,1934.418697,0.083333,0.083333,0,0.333333,4,1,9000,1421.954639
C14599,117.706441,1,718.44,0,718.44,0,1,0,1,0,0,14,3000,885.366764
C14600,2707.058356,1,2018.13,1545.23,472.9,0,0.75,0.25,0.666667,0,0,26,7000,2575.541309
C14601,4917.162359,1,0,0,0,3179.132724,0,0,0,0.25,7,0,5000,865.821715
C14602,272.717108,1,227.44,227.44,0,0,1,1,0,0,0,12,4500,316.388557
C14603,4708.26338,1,0,0,0,1352.783037,0,0,0,0.166667,2,0,10000,1325.649779
C14604,82.029477,1,1126.32,580.44,545.88,0,1,1,1,0,0,49,9000,1136.224986
C14606,9919.456275,1,740.75,0,740.75,2238.487012,1,0,1,0.166667,2,13,14000,3281.898514
C14607,3258.237364,1,921.12,521.14,399.98,0,0.75,0.5,0.5,0,0,14,6200,1323.776141
C14608,61.115414,0.909091,239.71,0,239.71,0,0.454545,0,0.454545,0,0,5,700,358.108438
C14609,1002.791997,1,0,0,0,234.105509,0,0,0,0.083333,3,0,1200,239.80734
C14610,2951.220065,1,0,0,0,1477.737906,0,0,0,0.666667,16,0,8500,710.854365
C14611,1248.903628,1,518.31,113.31,405,472.118676,1,0.333333,1,0.25,5,29,1200,1141.190295
C14612,793.167009,1,433.31,200,233.31,766.872458,1,0.142857,0.857143,0.428571,5,8,1000,363.064207
C14613,2368.338673,1,1307.18,762.5,544.68,0,0.916667,0.333333,0.666667,0,0,20,9000,2167.293003
C14614,7287.084204,1,0,0,0,6605.075695,0,0,0,0.75,24,0,7500,4293.062891
C14615,3764.89205,1,898.43,479,419.43,2094.091371,0.5,0.083333,0.416667,0.333333,6,22,4500,1067.435442
C14616,14.775035,1,80.44,0,80.44,0,0.333333,0,0.333333,0,0,4,3000,137.217255
C14617,306.460387,1,0,0,0,191.834575,0,0,0,0.083333,1,0,7000,577.962789
C14618,1499.689937,1,159.96,0,159.96,601.616399,0.25,0,0.25,0.416667,10,8,4000,356.317359
C14619,2778.220254,1,0,0,0,99.790116,0,0,0,0.083333,2,0,3000,813.686705
C14620,56.149055,0.909091,493.32,149.93,343.39,0,0.75,0.166667,0.5,0,0,14,5000,471.382074
C14621,1924.657194,1,0,0,0,906.645286,0,0,0,0.166667,2,0,2500,428.488182
C14622,72.425884,1,655.68,0,655.68,0,1,0,1,0,0,0,1000,718.537117
C14623,653.88103,0.909091,0,0,0,1366.204137,0,0,0,0.416667,7,0,1400,205.709969
C14624,579.243601,1,505.48,505.48,0,0,0.333333,0.333333,0,0,0,6,1950,188.304134
C14625,95.259372,0.727273,43.3,0,43.3,0,0.083333,0,0.083333,0,0,1,7000,526.604881
C14626,551.580225,1,2955.91,952.51,2003.4,0,1,1,0.833333,0,0,62,8000,2456.581737
C14627,1181.767566,1,153.95,153.95,0,0,0.333333,0.333333,0,0,0,5,6500,1908.258846
C14628,11.834127,0.166667,272.9,69.9,203,0,0.833333,0.166667,0.5,0,0,5,6000,313.913093
C14629,1138.554361,1,831.89,831.89,0,495.002834,0.166667,0.166667,0,0.166667,2,7,1200,381.967601
C14630,9962.070262,1,7465.91,6075.62,1390.29,0,1,0.833333,0.666667,0,0,57,18500,2403.16006
C14631,6416.448101,1,0,0,0,3580.392989,0,0,0,0.25,9,0,7500,1756.557983
C14632,2762.340044,1,2372.98,2372.98,0,1465.082446,0.166667,0.166667,0,0.083333,1,5,4500,659.726225
C14633,926.458992,0.818182,6200.71,5742.61,458.1,283.476295,0.666667,0.666667,0.416667,0.083333,1,49,7000,7932.430735
C14634,7474.408678,1,0,0,0,10187.5226,0,0,0,0.6,11,0,10000,2021.908233
C14635,287.884126,1,1545.03,124.72,1420.31,289.630816,1,0.083333,1,0.333333,5,41,6500,1182.107223
C14636,170.617046,0.727273,350,350,0,0,0.083333,0.083333,0,0,0,1,3000,828.8943
C14637,86.661044,1,709.98,0,709.98,0,1,0,0.916667,0,0,12,1000,727.104508
C14638,1541.743608,1,0,0,0,118.974129,0,0,0,0.333333,5,0,1600,353.686721
C14639,7558.010921,1,365.26,188.56,176.7,4738.30754,0.5,0.083333,0.416667,0.666667,25,9,8000,3311.192387
C14640,6956.37654,1,11500.94,3091.01,8409.93,15133.53213,1,1,1,1,48,308,14000,20122.00545
C14641,99.256215,0.636364,1554.39,1174.39,380,0,0.636364,0.454545,0.181818,0,0,9,6000,1006.702329
C14642,376.15858,1,2724.76,572.76,2152,0,1,1,1,0,0,70,8500,2600.70524
C14643,380.517893,1,2590.27,2102.46,487.81,0,0.916667,0.916667,0.416667,0,0,49,2500,1825.405687
C14644,1311.952719,0.909091,2092,1242,850,0,0.75,0.333333,0.5,0,0,15,5181.818182,3476.019003
C14645,548.252892,1,208.41,208.41,0,1633.935089,0.083333,0.083333,0,0.333333,6,1,3000,708.100631
C14646,3.691925,0.363636,27.99,27.99,0,0,0.083333,0.083333,0,0,0,1,6500,187.172733
C14647,49.911409,1,178.4,0,178.4,0,1,0,1,0,0,12,2500,130.650758
C14648,18.549421,0.090909,132,0,132,0,0.333333,0,0.333333,0,0,4,19500,3610.565153
C14649,4251.411617,1,0,0,0,2318.967259,0,0,0,0.083333,1,0,5000,1428.511775
C14650,32.229139,0.727273,145.85,0,145.85,0,0.583333,0,0.583333,0,0,7,1000,263.681773
C14651,1226.152097,1,0,0,0,275.602351,0,0,0,0.166667,5,0,1200,797.029627
C14652,1238.140283,1,56.38,0,56.38,0,0.416667,0,0.416667,0,0,5,1600,398.98255
C14653,153.643158,1,0,0,0,254.910338,0,0,0,0.083333,1,0,300,347.227774
C14654,200.580245,0.727273,354,354,0,0,0.083333,0.083333,0,0,0,1,1200,1697.98971
C14655,2329.869472,1,1497.2,1301.26,195.94,0,0.333333,0.25,0.083333,0,0,5,7000,1453.119488
C14656,5090.523925,1,1689.09,0,1689.09,1088.523871,1,0,1,0.166667,3,82,6000,2046.509543
C14657,2996.761878,1,3644.35,3610.6,33.75,0,0.666667,0.583333,0.083333,0,0,23,3500,3879.940821
C14658,1103.834373,0.363636,0,0,0,155.414239,0,0,0,0.333333,4,0,7000,4021.956752
C14659,72.679836,0.545455,800.55,586.55,214,0,0.5,0.333333,0.333333,0,0,13,7000,1584.89763
C14660,4995.229116,1,1580.34,1364.34,216,0,1,1,0.416667,0,0,26,5500,1712.233039
C14661,300.427627,1,443.71,0,443.71,0,0.916667,0,0.916667,0,0,11,1000,372.548129
C14662,1521.763256,1,312.15,0,312.15,0,0.75,0,0.75,0,0,19,1500,671.70656
C14663,16.742181,0.545455,320,0,320,0,0.5,0,0.416667,0,0,6,2500,559.713369
C14664,757.964752,0.875,157.4,157.4,0,0,0.125,0.125,0,0,0,6,1200,1494.480376
C14665,8315.894044,1,8391.55,0,8391.55,0,1,0,1,0,0,199,8500,6322.388249
C14666,476.728349,1,462.75,462.75,0,0,1,1,0,0,0,12,5500,185.002877
C14667,776.919827,1,11522.9,11146.28,376.62,0,1,1,0.416667,0,0,68,4500,11082.51429
C14668,245.336939,0.363636,909,909,0,0,0.083333,0.083333,0,0,0,1,3000,340.201751
C14669,18.745682,0.363636,872.7,872.7,0,0,0.333333,0.333333,0,0,0,11,2500,2411.060444
C14670,7.106669,0.333333,27.98,27.98,0,0,0.111111,0.111111,0,0,0,1,2500,57.785065
C14672,1632.421395,1,993.96,245.59,748.37,0,0.727273,0.181818,0.636364,0,0,22,6000,2752.623744
C14673,2439.976275,1,499.59,0,499.59,0,0.916667,0,0.916667,0,0,11,2700,555.286351
C14674,1315.478789,1,88.08,0,88.08,154.311694,0.5,0,0.416667,0.083333,2,6,1500,453.199092
C14675,1454.09973,1,0,0,0,49.602856,0,0,0,0.083333,1,0,1500,274.985583
C14676,1695.40481,1,1641.48,1377.06,264.42,1105.875503,0.916667,0.75,0.416667,0.583333,9,26,7000,3423.435143
C14677,19.991586,0.875,144,0,144,0,0.75,0,0.625,0,0,6,1500,173.881319
C14678,3219.604215,1,4126.75,4126.75,0,0,1,1,0,0,0,31,10500,6061.100911
C14679,337.178513,1,3809.71,3809.71,0,0,1,1,0,0,0,16,16500,2837.599645
C14680,217.10156,0.818182,2953.03,2953.03,0,0,0.166667,0.166667,0,0,0,3,5000,3123.296573
C14681,2124.826298,1,967.61,397.61,570,581.6512,0.833333,0.166667,0.75,0.25,3,12,5000,1778.725826
C14682,313.13311,1,49.09,49.09,0,1306.110387,0.166667,0.166667,0,0.416667,13,2,6500,1405.747523
C14683,154.271153,1,1498.28,667,831.28,0,0.833333,0.416667,0.583333,0,0,24,12000,1343.450205
C14684,7934.946009,1,1792.15,1792.15,0,4169.060991,0.333333,0.333333,0,0.333333,6,16,11500,2373.896899
